,HierarchyPathID,CostObjectID,CostObjectName,OriginalGrossMargin,ActualGrossMargin,EACCostMargin,ClientPostedHours,ClientPostedCost,CostObjectHierarchyLevel,ProjectStartDate,ProjectEndDate,TimePeriod
1515,Q22730.11,11,Floating Photovoltaic Plants,0,0,318812,2517,1495489,1,2021-12-01,2022-02-25,2024-02
1516,Q30210.11,11,DCS capabilities building and upgrade,0,0,0,326,221552,1,2022-01-24,2022-02-25,2024-02
1517,Q11960.11,11,Facility Management Data Center,4490463,944865,924321,24482,12421001,1,2022-01-01,2022-12-31,2024-02
1518,Q11100.11,11,JFCs Hazardous Reparation,988857,591799,977352,5835,8033433,1,2021-12-01,2023-11-30,2024-02
1519,Q11102.11,11,Due Diligence for Solvevo,400847,281073,281073,1457,1295575,1,2022-01-06,2022-02-11,2024-02
1520,Q60230.11,11,IPCC Gantour,0,0,0,13618,12105715,1,2021-12-27,2022-06-30,2024-02
1521,Q22650.11,11,Detail Engineering,0,1479621,1464248,20918,9971508,1,2021-12-01,2024-02-29,2024-02
1522,Q66060.11,11,"PFC: niveau de plateforme, systeme de drainage et terrassement",2014254,0,95177,7920,4800000,1,2019-07-01,2022-05-27,2024-02
1523,Q40410.11,11,JFC5,0,0,252172,4795,3603245,1,2022-02-16,2022-07-15,2024-02
1524,Q12640.11,11,Etude de solutions d'accès pour la maintenance des vannes de réception au niveau des tanks de la station terminale,108837,0,0,717,366110,1,2021-10-11,2022-02-09,2024-02
1525,Q32740.11,11,"TECHNICO-ECONOMIC FEASIBILITY STUDY FOR THE REALIZATION OF A ""COLLING TOWER"" FORCED COOLING SYSTEM AT JORF LASFAR.",0,0,838924,2420,838924,1,2022-01-01,2022-03-31,2024-02
1526,Q67100.11,11,Préparation de stratégie d'exécution,3078002,7653517,7613464,7773,9574698,1,2021-10-01,2025-12-31,2024-02
1527,Q54870.11,11,Home Office suffix (Q54870),2165649,1197123,1332572,10921,5891600,1,2021-11-01,2024-12-31,2024-02
1528,Q40420.11,11,"Assessment of the opportunity for OCP to join the “First Movers Coalition""",0,0,0,368,228432,1,2022-02-28,2022-04-01,2024-02
1529,Q81060.11,11,Safi Power Plant,1323957,877469,1323936,5586,3544817,1,2022-02-01,2022-09-30,2024-02
1530,QWA130.11,11,Home Office Suffix,-7433443,-5304928,-7033040,0,0,1,2020-06-01,2022-06-30,2024-02
1531,Q12760.11,11,SPPS-Safi Portfolio Project Support,3814954,2453634,3289856,16835,13801594,1,2022-03-19,2022-12-30,2024-02
1532,Q40450.11,11,IFM Set up phase,0,0,-83852,2218,13627036,1,2022-04-25,2022-07-01,2024-02
1533,Q33940.11,11,GENERAL,11043390,12493191,24672806,56504,31634815,1,2021-08-20,2024-03-15,2024-02
1534,Q36210.11,11,Home Office Suffix 11,7972443,8016293,9375955,41465,23175682,1,2022-06-01,2023-07-31,2024-02
1535,Q40430.11,11,OCP – Definition of Rock SBU baselines,0,0,0,735,433966,1,2022-04-27,2022-06-24,2024-02
1536,Q40440.11,11,E-BUSES MOBILITES DURABLES AGENTS OCP,0,0,-530508,2570,1776998,1,2022-05-16,2022-08-15,2024-02
1537,Q40470.11,11,PMO SGID,0,0,3569,858,571349,1,2022-05-25,2022-07-01,2024-02
1538,Q40490.11,11,TSB Hub,0,0,12978,348,316068,1,2022-05-30,2022-07-01,2024-02
1539,Q66050.11,11,DEVIATION DE LA CONDUITE DE L'ONEP,390757,374184,499845,2232,1990971,1,2022-04-04,2025-09-30,2024-02
1540,Q32280.11,11,SEA WATER PUMPING AND DISTRIBUTION REV6,1026807,567917,1026802,6856,2968352,1,2022-04-30,2023-02-28,2024-02
1541,Q33040.11,11,Port Jorf Lasfar Quai 5,0,0,0,11985,5237267,1,2022-07-01,2022-09-30,2024-02
1542,Q92152.11,11,INTEGRATED GAS PROJECT IN MOROCCO,275692,0,0,317,1389663,1,2022-05-09,2022-08-05,2024-02
1543,Q11990.11,11,Downstream Plant Maintenance Support 1,352580,260227,240820,2093,996886,1,2022-06-18,2022-08-19,2024-02
1544,Q11101.11,11,Jorf Lasfar Maintenance Support 2,3339322,2971793,3895382,17761,9766476,1,2022-06-06,2023-02-24,2024-02
1545,Q69010.11,11,TECHNICAL AND ECONOMIC FEASIBILITY STUDY FOR THE WAVE MOTION POWER GENERATION IN LAAYOUN PORT.,0,0,0,1040,905176,1,2022-05-04,2022-08-03,2024-02
1546,Q14000.11,11,Home Office Suffix 11,0,0,0,3528,1682486,1,2021-01-01,2022-11-30,2024-02
1547,Q72001.11,11,Hangar UC,1817515,1300843,1408080,8472,4931419,1,2022-04-11,2022-09-23,2024-02
1548,Q37026.11,11,General,1969385,1763330,1321438,9473,6398089,1,2023-02-01,2023-04-30,2024-02
1549,Q11125.11,11,Q11125  Laayoune Reclaimer Diagnostic,1403944,696096,1573954,12090,7862271,1,2022-12-01,2023-09-01,2024-02
1550,Q10027.11,11,Mission contrôle technique MFR Martini,5543,0,11086,12,25632,1,2022-11-01,2023-12-30,2024-02
1551,Q11127.11,11,Q11127  Laayoune New Wash Plant,8481078,1163400,8481078,50554,32227740,1,2022-12-15,2023-12-15,2024-02
1552,Q11126.11,11,Supervision support- OIJ General Services,3751154,1849519,4123553,27525,13529341,1,2023-01-01,2024-01-01,2024-02
1553,Q11103.11,11,JLN Fertilizers Plants,66478605,0,16562650,416400,520591083,1,2022-03-01,2024-02-28,2024-02
1554,Q82020.11,11,Central Axis TSP,0,0,0,0,0,1,2022-09-01,2024-09-20,2024-02
1555,Q82180.11,11,MPH Safi corridor,22044540,4575299,22044444,123415,87019874,1,2023-06-01,2024-06-29,2024-02
1556,Q82030.11,11,Central Axis - MPH OSBL,0,8673347,0,0,0,1,2022-11-01,2024-08-30,2024-02
1557,Q82170.11,11,Benguerir Louta MPH Corridor,11064736,3024565,11064736,60379,40575635,1,2023-06-01,2024-03-30,2024-02
1558,Q82040.11,11,Central Axis-Louta Beneficiation,2145187,2085788,2145187,12045,6737982,1,2022-09-30,2027-02-07,2024-02
1559,Q82130.11,11,Central Axis- Louta Mine,1284676,1418043,1284676,6870,3864423,1,2022-08-15,2026-11-16,2024-02
1560,Q82280.11,11,Central Axis-Louta Utilities,0,149879,0,0,0,1,2022-10-15,2026-12-16,2024-02
1561,Q82260.11,11,Central Axis - MPH Master plan,2447364,3155608,2447364,18634,8999604,1,2022-11-01,2024-08-30,2024-02
1562,Q82090.11,11,Central Axis- Drying Plant,1356613,941252,1356613,4101,3869635,1,2022-11-01,2027-03-29,2024-02
1563,Q82150.11,11,Central Axis - Benguerir Mine Expansion,1917450,1582445,1917450,10788,5751366,1,2022-09-01,2024-02-20,2024-02
1564,Q82080.11,11,Central Axis- MS,0,-2474152,0,0,0,1,2022-12-01,2024-05-30,2024-02
1565,Q12551.11,11,General,-615554,-620837,-620837,0,0,1,2022-05-23,2023-06-23,2024-02
1566,Q82070.11,11,Central Axis- SAP,0,-8010153,0,0,0,1,2022-08-22,2024-06-10,2024-02
1567,Q36223.11,11,TSP Hub OSBL and Piperack,1249053,2218082,9740186,6139,3975145,1,2023-07-11,2023-11-10,2024-02
1568,Q36222.11,11,New TSP Hub Storage and Handling,726053,610286,747193,3300,2149453,1,2023-07-11,2023-10-11,2024-02
1569,Q12552.11,11,General,179227,0,179227,510,441494,1,2023-07-01,2023-08-12,2024-02
1570,Q11104.11,11,"JPH BLOC 7,8,9",51399046,0,26731375,355724,400175320,1,2022-03-01,2023-01-31,2024-02
1571,Q12830.11,11,General,132762,21220,132762,974,684966,1,2023-07-03,2023-08-31,2024-02
1572,Q82250.11,11,Central Axis Program,0,0,0,0,0,1,2023-06-01,2024-12-29,2024-02
1573,Q82050.11,11,Benguerir Beneficiation Expansion,0,4329717,0,0,0,1,2022-08-26,2025-12-01,2024-02
1574,Q10710.11,11,FABRICATION MANAGEMENT OF STRUCTURAL STEEL BULK MATERIAL,10754657,113419,0,90443,85243318,1,2023-03-01,2025-05-23,2024-02
1575,Q82060.11,11,PAP - Central axis,22924007,-31313960,22924007,76364,63868166,1,2022-08-22,2023-08-22,2024-02
1576,Q12553.11,11,Suffix,0,0,0,0,0,1,2023-08-01,2024-03-31,2024-02
1577,Q82190.11,11,Central Axis  - Safi Existing Site,2173573,-5130094,2173573,11578,6497721,1,2022-06-01,2025-12-31,2024-02
1578,Q82220.11,11,NSP-SPH Platform,6593389,7494833,6593389,45390,23499677,1,2022-09-22,2022-10-22,2024-02
1579,Q80131.11,11,Central Axis Program,4440852,3050033,4440852,18726,16211293,1,2023-03-13,2023-08-15,2024-02
1580,Q31240.11,11,General,625851,210885,625848,3406,2527602,1,2023-11-01,2024-02-01,2024-02
1581,Q80132.11,11,Home Office Suffix 11,1000553,942206,1000553,5266,2541882,1,2023-06-01,2026-12-31,2024-02
1582,Q20020.11,11,General,1485454,0,1485454,3630,12546374,1,2023-11-05,2024-05-05,2024-02
1583,Q11131.11,11,Jorf Lasfar Water Facilities MES,900000,0,-20164718,30463,27893716,1,2024-01-01,2024-12-31,2024-02
1584,Q10011.11,11,General,0,0,0,0,0,1,2023-11-27,2024-06-30,2024-02
1585,Q66320.21,21,PFC - GRANULATION (TSP),133582379,23320631,115004185,595562,416022689,1,2022-05-01,2024-12-31,2024-02
1586,Q40380.21,21,MINING 4.0:  Track 2,0,0,909631,4106,14711665,1,2021-12-08,2022-02-28,2024-02
1587,Q66380.21,21,PFC - ENERGY,51634356,14412618,95839047,250138,164607537,1,2022-04-01,2025-11-27,2024-02
1588,Q72001.21,21,Liaison UL_UC,1823090,842088,1012632,8189,4919691,1,2022-04-11,2022-09-23,2024-02
1589,Q66350.21,21,PFC - LPH STORAGE & HANDLING,47174998,3501310,47420544,218162,152060002,1,2022-07-01,2025-12-31,2024-02
1590,Q40450.21,21,Logistics BU set up,0,0,-50936,576,482164,1,2022-04-25,2022-07-01,2024-02
1591,Q66360.21,21,PFC - LPH PROCESS,34815106,5416961,34831035,161341,108304569,1,2022-06-13,2025-09-22,2024-02
1592,Q66370.21,21,PFC - LPH INFRASTRUCTURE,57318786,14362314,57597224,235038,166116303,1,2022-09-20,2023-12-31,2024-02
1593,Q66330.21,21,PFC - PAP,107507413,25322586,102027332,407926,315327672,1,2022-07-22,2024-12-31,2024-02
1594,Q66340.21,21,PFC - SAP,72266993,26374483,81879991,301328,198146080,1,2022-05-28,2026-02-09,2024-02
1595,Q33030.21,21,Suffix 21,4488867,2080223,4498701,20378,11987032,1,2022-08-01,2023-08-31,2024-02
1596,Q70020.21,21,Fire FIghting system upgrade in OCP Gantour,439980,6766885,28905276,1286,2235170,1,2022-04-01,2024-12-31,2024-02
1597,Q91160.21,21,F'Derick,258650,396350,258650,739,742755,1,2022-01-26,2023-02-24,2024-02
1598,Q75070.21,21,MPH Plateforming-M'zinda,13415912,12702348,13415912,0,237014454,1,2022-04-29,2023-04-29,2024-02
1599,Q36214.21,21,Home Office Suffix 21,137741,0,137741,0,2433416,1,2022-04-29,2023-08-01,2024-02
1600,Q35520.21,21,NPK 107 ABC,3978954,2427633,3978937,21742,11366968,1,2015-01-01,2024-02-29,2024-02
1601,Q36220.21,21,New TSP Hub (2units),3505894,7537139,35743267,17876,9830116,1,2022-09-07,2024-11-15,2024-02
1602,Q21181.21,21,Tailings dewatering by Centrifugal Thickeners for DAOUI Wash Plant,4747741,3196064,4747741,29970,14461554,1,2023-02-07,2024-05-21,2024-02
1603,Q32331.21,21,General,1200797,858954,1157453,5601,3467877,1,2023-03-17,2023-06-16,2024-02
1604,QI9509.21,21,JESA EPCM,0,0,2777124,0,0,1,2023-02-11,2024-12-27,2024-02
1605,Q21291.21,21,Phosphorus (P4) production unit_ISBL,3570707,319197,3570700,13639,11204832,1,2023-05-15,2025-11-14,2024-02
1606,Q11301.21,21,SAFI MP1 Maintenance Excellence Set-Up,4258069,-9067106,-8889497,38165,22374999,1,2023-07-01,2023-12-31,2024-02
1607,Q36215.21,21,TSP Adaptation Jorf (Define / Design) JFC2 & 4,7643580,2032408,7643681,43554,24949983,1,2023-08-01,2024-03-31,2024-02
1608,Q21272.21,21,PEZCN Washplant_Feasability & Conceptual,5235200,855188,5235133,23059,17621869,1,2023-12-01,2024-06-28,2024-02
1609,Q12550.21,21,Mining scoping Study,0,0,0,0,0,1,2019-09-01,2020-10-30,2024-02
1610,Q11131.21,21,Jorf Lasfar Water Facilities MEE,-247536701,0,-240986292,0,0,1,2024-01-01,2024-12-31,2024-02
1611,Q12350.31,31,Home Office Suffix 31,2921781,2045791,2045791,13984,8692247,1,2019-12-02,2020-12-31,2024-02
1612,Q69100.31,31,Home Office Suffix 31,5096617,-6788723,4871691,22384,18962207,1,2019-05-02,2020-06-30,2024-02
1613,Q66480.31,31,PFC CW TANKS & HALLS WO Q6648031 REV0,5577128,6040044,6048572,30128,20407865,1,2018-04-02,2020-12-25,2024-02
1614,Q11710.31,31,JFC3 Maintenance Excellence,-11437442,-5810014,-946075,392478,174597981,1,2019-09-28,2024-09-27,2024-02
1615,Q66310.31,31,Home Office Casablanca,2,0,-4385671,36845,19481199,1,2018-05-02,2018-12-31,2024-02
1616,Q66410.31,31,Home Office Casablanca,0,0,-694960,16700,8456122,1,2019-07-01,2020-04-30,2024-02
1617,Q31050.31,31,Fos Acid Plant - ISBL,0,0,0,0,0,1,2019-07-01,2021-04-30,2024-02
1618,Q66590.31,31,Home Office Suffix 31,0,-78146,-5697543,13892,6479724,1,2019-06-03,2021-06-25,2024-02
1619,Q66110.31,31,Home Office Suffix 31,0,0,0,4556,2189111,1,2019-04-02,2019-05-31,2024-02
1620,Q37070.31,31,Basic Design,0,0,0,9471,4153192,1,2019-08-22,2020-02-18,2024-02
1621,Q66310.3L,3L,Home Office Lakeland,1,0,-4320137,7703,10337513,1,2018-05-02,2018-12-31,2024-02
1622,Q37022.3L,3L,OCP AHF Plant Conceptual,0,0,-27630,796,783592,1,2020-11-01,2021-06-01,2024-02
1623,Q60170.41,41,Benguerir Benificiation Plant - DD,0,0,-3501,155483,69349178,1,2018-02-01,2019-05-31,2024-02
1624,Q21540.41,41,Bridge Repulping storage Phases 4 5,25692576,17886626,26961894,138265,74896564,1,2019-03-01,2020-08-31,2024-02
1625,Q40120.41,41,KHOURIBGA,5090586,0,0,5128,8517500,1,2020-07-20,2020-12-31,2024-02
1626,Q66000.41,41,Home Office Suffix,417632,3729510,1674699,528,1604886,1,2019-02-26,2021-02-26,2024-02
1627,Q21500.41,41,DOWNSTREAM EPCM.,160510607,147224878,160510607,703992,552116867,1,2011-08-01,2019-07-31,2024-02
1628,Q34901.41,41,JORF DESALINATION PHASE 4,0,0,0,36485,14208005,1,2020-11-25,2021-07-30,2024-02
1629,QBI207.41,41,Home Office Suffix 41,0,0,200,448,126258,1,2020-02-01,2020-03-30,2024-02
1630,QBI200.41,41,Home Office Suffix 01,0,0,-375792,2358,1565500,1,2020-02-24,2022-02-25,2024-02
1631,QBI201.41,41,Home Office Suffix,0,0,-1965886551,1360,552024,1,2020-11-30,2022-04-29,2024-02
1632,Q34902.41,41,SWRO phase 2 - Supply chain services,0,0,-40126,4405,1985886,1,2020-12-01,2021-06-30,2024-02
1633,Q31220.41,41,Home Office Suffix 41,1110069,13320182,13542870,4338,2903097,1,2021-04-01,2023-12-29,2024-02
1634,Q40250.41,41,Outil Pricing de la Roche,683727,747076,740515,534,1242000,1,2020-12-10,2022-02-05,2024-02
1635,Q32002.41,41,Detail Engineering + Construction,26531178,21585100,25551719,136393,80150432,1,2020-08-11,2024-07-31,2024-02
1636,Q22700.41,41,Mines Solar PV,0,0,2119969,34125,26997990,1,2022-04-20,2024-07-03,2024-02
1637,Q72003.41,41,General,2156644,1210567,1513403,10141,6053621,1,2022-05-01,2022-10-28,2024-02
1638,Q72002.41,41,General,1603902,852816,852816,9921,4808058,1,2022-05-01,2022-10-28,2024-02
1639,Q83900.41,41,Home Office Suffix 41,3265896,3373556,3289243,9943,9596345,1,2019-12-02,2021-01-29,2024-02
1640,Q12770.41,41,Etude de circuit de transfert d'Amoniac,4785782,3325379,4711274,21480,13612284,1,2022-07-15,2023-02-17,2024-02
1641,Q40330.41,41,Suivi Foncier Pipelines Eau Dessalée,0,0,0,0,0,1,2021-05-14,2021-09-30,2024-02
1642,Q21200.41,41,FF-Khouribga,532444,17434125,45049892,1646,2750160,1,2022-03-01,2024-11-29,2024-02
1643,Q37025.41,41,AHF Plant Bridge,1784247,445604,4862230,6850,4942044,1,2022-10-01,2023-01-31,2024-02
1644,Q31111.41,41,Accompagnement pour la contractualisation des dossiers achats,20000,0,20000,44,74000,1,2021-03-12,2021-11-08,2024-02
1645,Q33940.41,41,Purchase of Mat,324405,33412,324405,0,4649816,1,2021-08-20,2024-03-15,2024-02
1646,Q21260.41,41,FILTRATION DES BOUES AUX LAVERIES DAOUI,577391,0,577391,2002,1740000,1,2022-03-08,2023-05-09,2024-02
1647,Q60190.41,41,BBP-DIGITALIZATION,1072008,0,0,3908,15632836,1,2020-04-01,2023-12-29,2024-02
1648,Q80081.41,41,Fire Fighting System Upgrade in OCP Sites - Safi,445403,1310088,13966925,1082,4172108,1,2023-02-02,2024-11-29,2024-02
1649,Q37027.41,41,AHF Project ISBL &OSBL,49258888,5274060,50356890,385001,193857320,1,2023-03-23,2025-12-30,2024-02
1650,Q12553.41,41,Suffix,4038909,818006,4059562,33687,19997458,1,2023-08-01,2024-03-31,2024-02
1651,Q37027.43,43,AHF Project,47264417,6703494,47264630,387518,192427828,1,2023-03-23,2025-12-30,2024-02
1652,Q37027.44,44,AHF ALF3,7746976,3299948,7826916,38510,26788101,1,2023-03-23,2025-12-30,2024-02
1653,Q37027.45,45,AHF Dilute Sulfuric Acid (Fluor Alpha),10015678,228152,10015678,102369,46721525,1,2023-03-23,2025-12-30,2024-02
1654,Q65210.51,51,Wash Plant WO Q6521051 REV0,120079235,91060255,102354902,519948,364045733,1,2016-10-01,2024-12-31,2024-02
1655,Q32140.51,51,"2 EME phase plateformes et VRD P4,P6,P8",3180705,3101833,3229172,12203,8133625,1,2020-01-01,2022-11-01,2024-02
1656,Q40120.51,51,JORF LASFAR,5714057,0,54117,4700,10566571,1,2020-07-20,2020-12-31,2024-02
1657,Q54850.A,A,[New],0,0,0,0,0,1,2021-11-01,2022-11-30,2024-02
1658,Q82170.A,A,Home Office Labor,0,0,0,0,0,1,2023-06-01,2024-03-30,2024-02
1659,ASG.ADC,ADC,ASSIGNMENT &amp; PER DIEM,0,0,0,0,0,1,,,2024-02
1660,AFU.AFU,AFU,ALLOWANCE FOR UNFORSEEN,0,0,0,0,0,1,,,2024-02
1661,P2.AR,AR,ARCHITECTURAL,0,0,0,0,0,1,,,2024-02
1662,P4.AR,AR,ARCHITECTURAL,0,0,0,0,0,1,,,2024-02
1663,P5.AR,AR,ARCHITECTURAL,0,0,0,0,0,1,,,2024-02
1664,P6.AR,AR,ARCHITECTURAL,0,0,0,0,0,1,,,2024-02
1665,P2.AS,AS,ACCOUNTING SERV,0,0,0,0,0,1,,,2024-02
1666,P4.AS,AS,ACCOUNTING SERV,0,0,0,0,0,1,,,2024-02
1667,P5.AS,AS,ACCOUNTING SERV,0,0,0,0,0,1,,,2024-02
1668,P6.AS,AS,ACCOUNTING SERV,0,0,0,0,0,1,,,2024-02
1669,P7.ASG,ASG,[New],0,0,0,0,0,1,,,2024-02
1670,Q37100.C1,C1,CONSTRUCTION SUPPORT,34259258,32479063,37964566,172012,118643344,1,2019-04-01,2022-04-30,2024-02
1671,Q66330.C1,C1,PFC - PAP - Bulk Steel structure,1586548,0,0,0,28029022,1,2022-07-22,2024-12-31,2024-02
1672,Q66330.C2,C2,PAP Laayoune civil package 1,0,0,0,0,0,1,2022-07-22,2024-12-31,2024-02
1673,Q65210.C3,C3,LWP - Ultrasonic Density Meters,0,0,0,0,0,1,2016-10-01,2024-12-31,2024-02
1674,Q65210.C4,C4,LAAYOUNE WASHPLANT - TSF PUMPS,0,0,0,0,0,1,2016-10-01,2024-12-31,2024-02
1675,Q65210.C5,C5,LAAYOUNE WASHPLANT- Ligne éléctrique 6KV,0,0,0,0,0,1,2016-10-01,2024-12-31,2024-02
1676,Q65210.C6,C6,LWP EPCM - ETUDES LPEE BRUIT ET QUALITE,0,0,0,0,0,1,2016-10-01,2024-12-31,2024-02
1677,P2.CC,CC,COST CONTROL,0,0,0,0,0,1,,,2024-02
1678,P4.CC,CC,COST CONTROL,0,0,0,0,0,1,,,2024-02
1679,P5.CC,CC,COST CONTROL,0,0,0,0,0,1,,,2024-02
1680,P6.CC,CC,COST CONTROL,0,0,0,0,0,1,,,2024-02
1681,P3.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1682,P1.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1683,P2.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1684,P4.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1685,P5.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1686,P6.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-02
1687,P2.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-02
1688,P4.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-02
1689,P5.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-02
1690,P6.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-02
1691,CMP.CMP,CMP,Distributed Computer Costs,0,0,0,0,0,1,,,2024-02
1692,P3.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1693,P1.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1694,P2.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1695,P4.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1696,P5.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1697,P6.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-02
1698,P2.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-02
1699,P4.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-02
1700,P5.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-02
1701,P6.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-02
1702,P2.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-02
1703,P4.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-02
1704,P5.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-02
1705,P6.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-02
1706,100.D1C,D1C,Architectural ISBL D,0,0,0,0,0,1,,,2024-02
1707,P3.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1708,P1.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1709,P2.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1710,P4.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1711,P5.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1712,P6.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-02
1713,Q82040.TRV.DOM,DOM,Domestic travels,0,0,0,0,0,1,2022-09-30,2027-02-07,2024-02
1714,100.E1C,E1C,Architectural ISBL E,0,0,0,0,0,1,,,2024-02
1715,P3.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1716,P1.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1717,P2.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1718,P4.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1719,P5.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1720,P6.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-02
1721,P2.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-02
1722,SB.OA,OA,STANDBY,0,0,0,0,0,1,,,2024-02
1723,ODC.ODC,ODC,OTHER DIRECT COST,0,0,0,0,0,1,,,2024-02
1724,P7.ODC,ODC,[New],0,0,0,0,0,1,,,2024-02
1725,P3.OE,OE,Project Engineering Management,0,0,0,0,0,1,,,2024-02
1726,P1.OE,OE,Project Engineering Management,0,0,0,0,0,1,,,2024-02
1727,P2.OM,OM,OPERATIONS MGMT,0,0,0,0,0,1,,,2024-02
1728,P4.OM,OM,OPERATIONS MGMT,0,0,0,0,0,1,,,2024-02
1729,P5.OM,OM,OPERATIONS MGMT,0,0,0,0,0,1,,,2024-02
1730,P6.OM,OM,OPERATIONS MGMT,0,0,0,0,0,1,,,2024-02
1731,A.P1,P1,[New],0,0,0,0,0,1,,,2024-02
1732,B.P1,P1,[New],0,0,0,0,0,1,,,2024-02
1733,Q22650.P1,P1,Cost + Fee Packages,13254270,9848704,14912136,0,215045914,1,2021-12-01,2024-02-29,2024-02
1734,Q54850.P1,P1,Lion 1 C+F,260675,109940,260675,0,5000260,1,2021-11-01,2022-11-30,2024-02
1735,QW2201.P1,P1,Desalination phase 3 Cost+Fee GC-TGCC,10372050,0,-138293995,0,148666045,1,2022-04-01,2023-06-30,2024-02
1736,QW2111.P1,P1,Cost+fee Packages,12897021,-13068071,12897021,0,185142129,1,2021-11-14,2024-04-30,2024-02
1737,Q22630.P1,P1,Home office suffix P1,8284419,9259647,123421108,0,118743338,1,2021-07-01,2024-06-28,2024-02
1738,Q22640.P1,P1,Suffix,8592105,18345794,-409255,0,123153498,1,2021-07-01,2024-06-28,2024-02
1739,Q36220.P1,P1,Cost+Fee WO,40583456,11695741,34475336,0,716974413,1,2022-09-07,2024-11-15,2024-02
1740,QW2220.P1,P1,Beni Mellal WWTP - Packages,13121039,-23664542,13121039,0,231805013,1,2022-05-04,2022-10-28,2024-02
1741,Q54790.P1,P1,UM6P Rabat Phase 2 PMC-BCT-TOPO,1881,1881,-94119,0,33231,1,2021-04-01,2021-09-30,2024-02
1742,Q21201.P1,P1,Cost plus fee,155060,87606,87607,0,2739398,1,2022-06-17,2022-12-31,2024-02
1743,Q54780.P1,P1,UM6P Rabat Phase 1-certification LEED-,299605,0,4283792,0,6291701,1,2021-01-01,2021-01-29,2024-02
1744,QW2235.P1,P1,Water Emergency Program C + F,127507114,133273659,141189052,0,2960998543,1,2022-05-29,2024-06-30,2024-02
1745,QW212X.P1,P1,Desalination SAFI Phase 1 ISBL  _Topo Bathy,7840,0,7840,0,164640,1,2022-04-01,2022-08-26,2024-02
1746,Q82060.P1,P1,Central axis - PAP - Structural steel,4759645,0,4759645,0,84087065,1,2022-08-22,2023-08-22,2024-02
1747,Q82040.P1,P1,Central axis  Louta Washplant SS,6894156,828542,6894156,0,121796777,1,2022-09-30,2027-02-07,2024-02
1748,Q82070.P1,P1,Central axis - SAP - Structural steel,5168631,0,5168631,0,91312479,1,2022-08-22,2024-06-10,2024-02
1749,Q82050.P1,P1,Central Axis-Benguerir extension-SS,6721591,33823,6721591,0,118748109,1,2022-08-26,2025-12-01,2024-02
1750,Q82030.P1,P1,Central axis - piperack & Infrast -SS,19713443,14534909,19713443,0,348270820,1,2022-11-01,2024-08-30,2024-02
1751,Q82020.P1,P1,Central Axis - TSP (Cost plus fees ),48817728,0,48817728,0,862446866,1,2022-09-01,2024-09-20,2024-02
1752,Q66370.P1,P1,PFC - LPH INFRA - CONTROLE DES TRAVAUX,1311193,402539,0,0,23164411,1,2022-09-20,2023-12-31,2024-02
1753,Q66340.P1,P1,PFC - SAP - Cost Plus Fee Packages,2175127,1858411,2247086,0,38427243,1,2022-05-28,2026-02-09,2024-02
